user_id,pre_buy_behavior_count,purchase_count,pre_buy_behavior_per_purchase
71238931,9815,1,9815.0000
127089112,4477,1,4477.0000
17785864,3872,1,3872.0000
49646570,3499,1,3499.0000
130540064,6991,2,3495.5000
46274658,3364,1,3364.0000
124210329,3326,1,3326.0000
21868086,6634,2,3317.0000
138867561,5799,2,2899.5000
129558614,2731,1,2731.0000
6435793,2549,1,2549.0000
72753801,2447,1,2447.0000
79134636,7308,3,2436.0000
12055347,4761,2,2380.5000
78704357,4741,2,2370.5000
43051852,7108,3,2369.3333
107323711,4659,2,2329.5000
55050954,2231,1,2231.0000
55192254,4378,2,2189.0000
57391950,2098,1,2098.0000
31110873,1936,1,1936.0000
5778458,1920,1,1920.0000
23296153,1903,1,1903.0000
109597580,1892,1,1892.0000
99775965,3694,2,1847.0000
29699014,3674,2,1837.0000
6345483,8978,5,1795.6000
129809988,5319,3,1773.0000
21824858,3516,2,1758.0000
32874098,1757,1,1757.0000
130457432,1701,1,1701.0000
106863941,5018,3,1672.6667
118525064,3331,2,1665.5000
54586263,1665,1,1665.0000
4110672,3300,2,1650.0000
34553782,6568,4,1642.0000
6177572,1641,1,1641.0000
96042414,1625,1,1625.0000
122383360,1624,1,1624.0000
20997825,3214,2,1607.0000
39421120,1586,1,1586.0000
82945911,1561,1,1561.0000
84281743,1557,1,1557.0000
70656441,1553,1,1553.0000
30817416,1547,1,1547.0000
35342036,1533,1,1533.0000
123395094,1515,1,1515.0000
139793464,3021,2,1510.5000
46428221,6030,4,1507.5000
94209509,1499,1,1499.0000
131240843,1443,1,1443.0000
14051446,1423,1,1423.0000
5159022,1408,1,1408.0000
88009446,2810,2,1405.0000
74752035,7024,5,1404.8000
37209969,1394,1,1394.0000
4839432,1391,1,1391.0000
113990647,2770,2,1385.0000
87385056,1372,1,1372.0000
99721088,2722,2,1361.0000
122807268,1356,1,1356.0000
48700638,1355,1,1355.0000
12282525,1352,1,1352.0000
68710047,1340,1,1340.0000
21754104,1339,1,1339.0000
97838802,2672,2,1336.0000
80775941,6561,5,1312.2000
29583836,1309,1,1309.0000
8354126,5204,4,1301.0000
64699430,3871,3,1290.3333
63281686,1274,1,1274.0000
33166824,1257,1,1257.0000
90710232,2508,2,1254.0000
113285889,1248,1,1248.0000
65143114,4990,4,1247.5000
116114060,3737,3,1245.6667
4742459,1245,1,1245.0000
113056510,1244,1,1244.0000
109568364,2459,2,1229.5000
50323186,1220,1,1220.0000
15796497,1212,1,1212.0000
33682194,2419,2,1209.5000
21070014,2398,2,1199.0000
95088933,3582,3,1194.0000
58992390,2387,2,1193.5000
22188362,2378,2,1189.0000
16916141,1179,1,1179.0000
102281568,5875,5,1175.0000
121777817,3513,3,1171.0000
70260190,1170,1,1170.0000
37923588,1166,1,1166.0000
35758348,4660,4,1165.0000
45433328,3494,3,1164.6667
23442968,3458,3,1152.6667
99272840,2293,2,1146.5000
18009500,1143,1,1143.0000
53708814,2280,2,1140.0000
121970896,1138,1,1138.0000
103606138,1137,1,1137.0000
85164456,3386,3,1128.6667
33674599,1123,1,1123.0000
98796708,1121,1,1121.0000
15237890,1116,1,1116.0000
22424853,1109,1,1109.0000
61739067,1106,1,1106.0000
41138904,1105,1,1105.0000
115457118,1104,1,1104.0000
130270245,19768,18,1098.2222
117221482,1097,1,1097.0000
7248646,1096,1,1096.0000
65645933,20751,19,1092.1579
32562103,3267,3,1089.0000
139808909,1087,1,1087.0000
31331524,1086,1,1086.0000
112549071,2155,2,1077.5000
83813302,17232,16,1077.0000
45253676,1068,1,1068.0000
98440358,4262,4,1065.5000
76887456,2107,2,1053.5000
4839961,1051,1,1051.0000
111492650,1051,1,1051.0000
21625075,2093,2,1046.5000
74952849,8360,8,1045.0000
13110515,1044,1,1044.0000
80481728,5206,5,1041.2000
29524082,2056,2,1028.0000
77310910,2056,2,1028.0000
119531521,1028,1,1028.0000
129822096,1027,1,1027.0000
53051494,1026,1,1026.0000
74049444,4101,4,1025.2500
125823342,3062,3,1020.6667
19340590,1018,1,1018.0000
95301715,3053,3,1017.6667
75070176,3049,3,1016.3333
26720422,7080,7,1011.4286
19282406,6027,6,1004.5000
135687750,1004,1,1004.0000
12571684,2977,3,992.3333
136018515,987,1,987.0000
72256073,1966,2,983.0000
141878326,979,1,979.0000
22627844,978,1,978.0000
16908520,977,1,977.0000
16423734,2902,3,967.3333
28967361,5789,6,964.8333
38387226,2889,3,963.0000
127097520,962,1,962.0000
95520482,1900,2,950.0000
113445602,949,1,949.0000
34702432,945,1,945.0000
92550603,943,1,943.0000
2502524,4694,5,938.8000
134502976,938,1,938.0000
29791483,9343,10,934.3000
62360262,7470,8,933.7500
13034876,933,1,933.0000
128217950,3702,4,925.5000
30853624,925,1,925.0000
121215883,922,1,922.0000
28160359,918,1,918.0000
102434210,918,1,918.0000
125455488,911,1,911.0000
11361547,9975,11,906.8182
3945782,906,1,906.0000
54658786,1809,2,904.5000
133240213,9041,10,904.1000
58902373,2708,3,902.6667
82960193,8118,9,902.0000
8439431,897,1,897.0000
102456563,1788,2,894.0000
62575215,891,1,891.0000
88076016,1773,2,886.5000
34195604,1731,2,865.5000
132326665,2583,3,861.0000
114896102,855,1,855.0000
135842891,854,1,854.0000
130011402,2551,3,850.3333
114598114,848,1,848.0000
85100350,848,1,848.0000
2751701,1690,2,845.0000
131554806,841,1,841.0000
56790163,2512,3,837.3333
9664816,837,1,837.0000
142036510,836,1,836.0000
5051617,833,1,833.0000
46445715,829,1,829.0000
111073682,2484,3,828.0000
136327444,825,1,825.0000
111768420,3296,4,824.0000
52785857,1643,2,821.5000
42851945,816,1,816.0000
108129951,2440,3,813.3333
10761548,812,1,812.0000
59480165,811,1,811.0000
48836510,5673,7,810.4286
42479497,808,1,808.0000
89380977,1608,2,804.0000
44542843,804,1,804.0000
126685028,803,1,803.0000
105767363,1605,2,802.5000
118208713,799,1,799.0000
17029867,794,1,794.0000
128637327,792,1,792.0000
30511142,792,1,792.0000
9868602,2372,3,790.6667
48509295,3155,4,788.7500
110522016,1574,2,787.0000
87338001,782,1,782.0000
4174826,780,1,780.0000
122803562,779,1,779.0000
71146691,1558,2,779.0000
106295017,778,1,778.0000
137463180,3890,5,778.0000
92999201,778,1,778.0000
10480848,1552,2,776.0000
122269318,775,1,775.0000
56296919,1548,2,774.0000
3240412,772,1,772.0000
137385958,1542,2,771.0000
77528436,1540,2,770.0000
131881789,1538,2,769.0000
119191477,3074,4,768.5000
9862954,767,1,767.0000
50197899,1533,2,766.5000
89341994,763,1,763.0000
4261260,1525,2,762.5000
89647768,4571,6,761.8333
77630573,760,1,760.0000
64076866,758,1,758.0000
36561036,5298,7,756.8571
30933630,9082,12,756.8333
10020755,3783,5,756.6000
10309048,1513,2,756.5000
138387712,3774,5,754.8000
39248540,754,1,754.0000
55832398,3765,5,753.0000
100326985,6761,9,751.2222
120088923,1495,2,747.5000
127641845,2981,4,745.2500
23757860,1482,2,741.0000
127909205,1481,2,740.5000
58581609,5913,8,739.1250
23482875,1474,2,737.0000
117419378,1474,2,737.0000
101435898,7365,10,736.5000
41993155,735,1,735.0000
59921221,1464,2,732.0000
115239516,1464,2,732.0000
26333439,731,1,731.0000
91496013,8012,11,728.3636
54554843,1453,2,726.5000
117155106,723,1,723.0000
20080716,1444,2,722.0000
68412184,3608,5,721.6000
111181181,1431,2,715.5000
115003339,715,1,715.0000
122579585,709,1,709.0000
129583911,1413,2,706.5000
100341858,705,1,705.0000
87224584,1408,2,704.0000
120013837,703,1,703.0000
76204767,703,1,703.0000
41017872,4203,6,700.5000
77055357,3483,5,696.6000
84121281,2089,3,696.3333
100530696,1391,2,695.5000
132711863,1388,2,694.0000
139124962,1386,2,693.0000
128002749,2772,4,693.0000
51763538,2763,4,690.7500
19865503,1378,2,689.0000
14053940,2064,3,688.0000
80955364,687,1,687.0000
85031011,3423,5,684.6000
104003037,6800,10,680.0000
126270267,680,1,680.0000
73491319,2719,4,679.7500
70240139,10810,16,675.6250
5137598,1351,2,675.5000
129288665,1349,2,674.5000
67684356,2017,3,672.3333
79463651,1343,2,671.5000
22577104,2685,4,671.2500
48867580,1342,2,671.0000
50200830,670,1,670.0000
126707482,1340,2,670.0000
49622041,670,1,670.0000
66831202,4003,6,667.1667
7144740,2662,4,665.5000
37671999,10641,16,665.0625
36953591,3314,5,662.8000
95528086,7282,11,662.0000
6015031,1982,3,660.6667
57386575,2637,4,659.2500
36233277,30983,47,659.2128
109099701,659,1,659.0000
22153508,5261,8,657.6250
117873394,1314,2,657.0000
25509021,3937,6,656.1667
81245680,3933,6,655.5000
26125683,1963,3,654.3333
80528162,2609,4,652.2500
50660286,650,1,650.0000
132155086,1300,2,650.0000
123062624,2581,4,645.2500
89428650,5160,8,645.0000
61644490,3213,5,642.6000
131566572,642,1,642.0000
40873042,642,1,642.0000
48752418,5776,9,641.7778
80583776,1283,2,641.5000
3495324,639,1,639.0000
93441452,639,1,639.0000
26123580,1914,3,638.0000
24752182,3182,5,636.4000
135377046,1270,2,635.0000
76689348,633,1,633.0000
108770715,3797,6,632.8333
130946866,631,1,631.0000
124540806,628,1,628.0000
24217106,3138,5,627.6000
29245673,5643,9,627.0000
138749285,1881,3,627.0000
139003263,3133,5,626.6000
99241118,626,1,626.0000
10640408,1251,2,625.5000
85566132,2500,4,625.0000
14947982,1247,2,623.5000
52772551,12468,20,623.4000
36525698,4981,8,622.6250
88901750,2489,4,622.2500
8325510,6838,11,621.6364
109493411,1864,3,621.3333
39780652,1859,3,619.6667
92954093,3717,6,619.5000
67942365,3097,5,619.4000
64597982,1238,2,619.0000
129572489,618,1,618.0000
122382368,615,1,615.0000
27129711,1228,2,614.0000
126004091,613,1,613.0000
122079464,1224,2,612.0000
21035609,3664,6,610.6667
31456519,3053,5,610.6000
7197108,1818,3,606.0000
122694692,606,1,606.0000
76896505,605,1,605.0000
90707560,2420,4,605.0000
7780072,604,1,604.0000
263670,603,1,603.0000
134959857,1804,3,601.3333
60615660,1196,2,598.0000
6163885,597,1,597.0000
72419143,2978,5,595.6000
86505281,595,1,595.0000
191366,1188,2,594.0000
66205819,3559,6,593.1667
9384380,1186,2,593.0000
119645898,1778,3,592.6667
37357777,8887,15,592.4667
23316310,2368,4,592.0000
4960300,1184,2,592.0000
59511789,20095,34,591.0294
77258315,1770,3,590.0000
81281654,1171,2,585.5000
21161768,584,1,584.0000
141823298,583,1,583.0000
55192915,1748,3,582.6667
52046180,582,1,582.0000
25750592,1742,3,580.6667
15777503,4643,8,580.3750
55101915,1160,2,580.0000
5057199,1160,2,580.0000
78074373,4044,7,577.7143
116259421,1724,3,574.6667
17384431,1148,2,574.0000
9457887,1145,2,572.5000
52523404,570,1,570.0000
8350359,2848,5,569.6000
12129371,1138,2,569.0000
64309062,1707,3,569.0000
140452690,4551,8,568.8750
88159912,1135,2,567.5000
79557421,1135,2,567.5000
114771809,567,1,567.0000
59659116,7365,13,566.5385
110229753,2266,4,566.5000
67797025,566,1,566.0000
107272478,566,1,566.0000
83052065,1128,2,564.0000
101437780,4510,8,563.7500
128452938,561,1,561.0000
69807585,559,1,559.0000
13408757,559,1,559.0000
103592049,559,1,559.0000
86785531,3351,6,558.5000
38294231,1117,2,558.5000
9835014,1115,2,557.5000
140735769,2229,4,557.2500
51123305,2786,5,557.2000
6861624,1670,3,556.6667
66293783,1668,3,556.0000
81037956,2218,4,554.5000
70015965,554,1,554.0000
118639068,554,1,554.0000
116187349,554,1,554.0000
101570549,3318,6,553.0000
28808272,1106,2,553.0000
60079613,3318,6,553.0000
8440456,4418,8,552.2500
122150914,6070,11,551.8182
113309982,1103,2,551.5000
142060721,2202,4,550.5000
9648147,550,1,550.0000
56376570,2733,5,546.6000
99781075,1093,2,546.5000
136009227,3279,6,546.5000
121058789,546,1,546.0000
97464808,7633,14,545.2143
89646454,545,1,545.0000
13874122,1634,3,544.6667
87086124,1632,3,544.0000
103842377,2716,5,543.2000
94421413,1085,2,542.5000
38855741,2169,4,542.2500
75292590,5406,10,540.6000
79112468,4853,9,539.2222
16788720,3235,6,539.1667
21875488,6441,12,536.7500
133994360,1073,2,536.5000
6596569,536,1,536.0000
108535249,2144,4,536.0000
42085231,1071,2,535.5000
53219515,2135,4,533.7500
139059745,2133,4,533.2500
77031104,533,1,533.0000
117287549,1597,3,532.3333
29429701,1597,3,532.3333
110058496,1597,3,532.3333
120873,1593,3,531.0000
20320170,531,1,531.0000
33829137,1055,2,527.5000
43626933,2109,4,527.2500
89692927,1054,2,527.0000
69599332,3689,7,527.0000
93461805,526,1,526.0000
35272739,4731,9,525.6667
5478302,4731,9,525.6667
87542208,2618,5,523.6000
67077817,1046,2,523.0000
138543797,523,1,523.0000
108945253,1567,3,522.3333
86435238,2088,4,522.0000
17817432,521,1,521.0000
25765258,1041,2,520.5000
101120745,4154,8,519.2500
2590763,518,1,518.0000
116625593,518,1,518.0000
68288874,1553,3,517.6667
90333804,1035,2,517.5000
89726077,517,1,517.0000
4164359,1549,3,516.3333
18728199,4626,9,514.0000
81964332,4100,8,512.5000
2639819,1024,2,512.0000
5250412,1536,3,512.0000
57577068,1024,2,512.0000
31723437,509,1,509.0000
49000569,1018,2,509.0000
93687523,4056,8,507.0000
67155716,1013,2,506.5000
95665574,506,1,506.0000
15503033,2527,5,505.4000
71048860,2527,5,505.4000
92130636,1010,2,505.0000
74335554,504,1,504.0000
136085033,1006,2,503.0000
117643320,1505,3,501.6667
70815622,1003,2,501.5000
103504610,5514,11,501.2727
137044962,501,1,501.0000
4561993,2002,4,500.5000
56205838,1000,2,500.0000
3578206,5972,12,497.6667
116384466,2487,5,497.4000
69781008,497,1,497.0000
60314888,1487,3,495.6667
62764698,991,2,495.5000
52610344,991,2,495.5000
95535997,495,1,495.0000
41388946,1974,4,493.5000
53245132,1479,3,493.0000
126951542,985,2,492.5000
22962826,4429,9,492.1111
115634728,1968,4,492.0000
82705001,2947,6,491.1667
98578505,1471,3,490.3333
34163245,3920,8,490.0000
85745014,490,1,490.0000
72632718,2444,5,488.8000
105805037,1954,4,488.5000
111363768,976,2,488.0000
90414084,1463,3,487.6667
135889836,2920,6,486.6667
88666055,1460,3,486.6667
31663890,4864,10,486.4000
38141991,2430,5,486.0000
113848288,486,1,486.0000
142358910,969,2,484.5000
38181340,3876,8,484.5000
24189643,484,1,484.0000
16446142,484,1,484.0000
3466367,1451,3,483.6667
52957351,3382,7,483.1429
122459019,1448,3,482.6667
14705382,964,2,482.0000
57160373,481,1,481.0000
97763004,481,1,481.0000
88603547,480,1,480.0000
130283517,480,1,480.0000
121933909,480,1,480.0000
84698728,3347,7,478.1429
96079462,478,1,478.0000
18375113,2385,5,477.0000
45801743,477,1,477.0000
62192186,953,2,476.5000
3569244,1428,3,476.0000
81295365,1427,3,475.6667
95518676,1425,3,475.0000
92822194,1898,4,474.5000
112642306,948,2,474.0000
18004160,2844,6,474.0000
114810344,948,2,474.0000
102167269,1420,3,473.3333
78898649,3312,7,473.1429
40884180,472,1,472.0000
19368976,2359,5,471.8000
74775623,1887,4,471.7500
28743854,943,2,471.5000
53797092,2828,6,471.3333
113774016,469,1,469.0000
85178050,937,2,468.5000
104792616,3747,8,468.3750
54423533,4677,10,467.7000
55369150,467,1,467.0000
60643405,466,1,466.0000
134358011,3723,8,465.3750
29383294,4181,9,464.5556
99220005,464,1,464.0000
24698599,463,1,463.0000
98261528,925,2,462.5000
32303347,2312,5,462.4000
37648682,6469,14,462.0714
130498110,2310,5,462.0000
52825214,924,2,462.0000
21973088,924,2,462.0000
132203647,2767,6,461.1667
89083541,2766,6,461.0000
1041761,2765,6,460.8333
86839210,920,2,460.0000
72129303,460,1,460.0000
55381200,6435,14,459.6429
23847626,2755,6,459.1667
120321894,4590,10,459.0000
9215982,459,1,459.0000
61626894,3210,7,458.5714
110106082,2746,6,457.6667
25474939,1372,3,457.3333
1897583,1826,4,456.5000
99651145,1369,3,456.3333
100042340,1368,3,456.0000
79990361,1823,4,455.7500
96495511,911,2,455.5000
35465890,455,1,455.0000
115343862,4087,9,454.1111
139068649,454,1,454.0000
117785317,1815,4,453.7500
23958465,6795,15,453.0000
30072819,906,2,453.0000
15225710,2716,6,452.6667
88405349,903,2,451.5000
82575380,7217,16,451.0625
90805328,451,1,451.0000
62989173,902,2,451.0000
14586553,901,2,450.5000
135756066,3152,7,450.2857
59167469,450,1,450.0000
15053166,450,1,450.0000
20293501,898,2,449.0000
96771520,449,1,449.0000
66275550,2692,6,448.6667
86770260,4029,9,447.6667
88209434,2236,5,447.2000
137974537,1788,4,447.0000
13745443,2682,6,447.0000
70233601,894,2,447.0000
124728821,446,1,446.0000
89736791,3566,8,445.7500
126862652,2225,5,445.0000
56053530,4001,9,444.5556
87751423,886,2,443.0000
68429891,1771,4,442.7500
124561281,4421,10,442.1000
34413445,2210,5,442.0000
7881635,1766,4,441.5000
25414648,1322,3,440.6667
51455170,1319,3,439.6667
59783248,2198,5,439.6000
86673531,879,2,439.5000
5698511,3075,7,439.2857
120443445,1757,4,439.2500
98892553,439,1,439.0000
64431010,878,2,439.0000
17478980,1315,3,438.3333
128613595,2186,5,437.2000
58479383,872,2,436.0000
11459905,436,1,436.0000
10982501,5222,12,435.1667
64187025,2170,5,434.0000
140777465,1301,3,433.6667
93223961,2602,6,433.6667
7295557,3034,7,433.4286
128108757,1300,3,433.3333
51098608,3465,8,433.1250
95755909,1732,4,433.0000
91339068,5193,12,432.7500
139220719,3890,9,432.2222
80345747,862,2,431.0000
73138544,5599,13,430.6923
142181816,3442,8,430.2500
87594845,2577,6,429.5000
123679342,429,1,429.0000
136769457,5569,13,428.3846
12931864,2141,5,428.2000
128197330,428,1,428.0000
10064430,855,2,427.5000
124804034,1279,3,426.3333
23740258,2983,7,426.1429
130260577,426,1,426.0000
62871223,426,1,426.0000
108903035,426,1,426.0000
116799988,426,1,426.0000
38915660,1701,4,425.2500
81586383,4245,10,424.5000
12892503,1273,3,424.3333
90721251,1689,4,422.2500
25275595,2108,5,421.6000
36457777,843,2,421.5000
41907729,1259,3,419.6667
75225256,4192,10,419.2000
91056578,419,1,419.0000
114650712,419,1,419.0000
87658501,6704,16,419.0000
84465849,7960,19,418.9474
72890914,418,1,418.0000
7623264,417,1,417.0000
568881,417,1,417.0000
65162644,1667,4,416.7500
85550335,832,2,416.0000
85061519,832,2,416.0000
90433859,831,2,415.5000
12472346,4154,10,415.4000
137175187,12877,31,415.3871
42407685,415,1,415.0000
39201973,3718,9,413.1111
118077093,1239,3,413.0000
83313393,826,2,413.0000
68342657,1651,4,412.7500
69251001,3714,9,412.6667
130547450,7424,18,412.4444
98507442,824,2,412.0000
83449637,412,1,412.0000
34251089,1234,3,411.3333
122231018,1645,4,411.2500
12373370,2055,5,411.0000
96789058,2055,5,411.0000
21185597,822,2,411.0000
45649071,12317,30,410.5667
114653102,410,1,410.0000
55415825,819,2,409.5000
132646666,1228,3,409.3333
118330286,8183,20,409.1500
36164872,409,1,409.0000
87409081,408,1,408.0000
25475467,407,1,407.0000
44445119,406,1,406.0000
124261357,2435,6,405.8333
59864388,3646,9,405.1111
75844368,405,1,405.0000
128997569,1212,3,404.0000
102011432,4848,12,404.0000
10075065,404,1,404.0000
46043523,806,2,403.0000
131201465,1611,4,402.7500
26253026,1207,3,402.3333
30717687,804,2,402.0000
10797721,402,1,402.0000
110309128,402,1,402.0000
117977942,3214,8,401.7500
98583943,2811,7,401.5714
110948075,2811,7,401.5714
10864414,3209,8,401.1250
34933963,801,2,400.5000
130499060,5205,13,400.3846
135916314,1201,3,400.3333
78566320,2001,5,400.2000
93357727,400,1,400.0000
57834315,400,1,400.0000
49546726,3199,8,399.8750
84892889,5198,13,399.8462
128323172,799,2,399.5000
28462928,2396,6,399.3333
116509312,1995,5,399.0000
26401619,1994,5,398.8000
53027024,7962,20,398.1000
136482907,1194,3,398.0000
37995555,1987,5,397.4000
89953122,1192,3,397.3333
10031393,792,2,396.0000
23118960,396,1,396.0000
128519725,3563,9,395.8889
2896763,395,1,395.0000
116751277,395,1,395.0000
52951149,1182,3,394.0000
117301497,7481,19,393.7368
123226008,1181,3,393.6667
70813454,787,2,393.5000
79702699,785,2,392.5000
27565397,1569,4,392.2500
65068683,392,1,392.0000
12746210,3913,10,391.3000
80331565,391,1,391.0000
24811681,781,2,390.5000
16010946,390,1,390.0000
109056742,3505,9,389.4444
48255673,1554,4,388.5000
21287960,776,2,388.0000
122388121,6965,18,386.9444
81705986,1159,3,386.3333
65320445,771,2,385.5000
83934219,771,2,385.5000
115834991,3468,9,385.3333
88865653,2697,7,385.2857
76784040,1926,5,385.2000
76885686,770,2,385.0000
94335711,769,2,384.5000
608951,1922,5,384.4000
23165095,8833,23,384.0435
35806116,1535,4,383.7500
88504838,767,2,383.5000
135402088,9581,25,383.2400
39526193,7263,19,382.2632
121693940,1528,4,382.0000
128826910,1910,5,382.0000
28962754,763,2,381.5000
59779793,3814,10,381.4000
98171033,381,1,381.0000
42501145,3042,8,380.2500
95272651,380,1,380.0000
114305854,1900,5,380.0000
131565054,380,1,380.0000
79076274,1139,3,379.6667
91729153,1517,4,379.2500
3066501,379,1,379.0000
95302160,379,1,379.0000
14674689,379,1,379.0000
89868154,757,2,378.5000
83531230,755,2,377.5000
24262504,2638,7,376.8571
106090167,6402,17,376.5882
87475354,3757,10,375.7000
24062806,5634,15,375.6000
61925056,3004,8,375.5000
74820346,1501,4,375.2500
130462468,375,1,375.0000
139871684,375,1,375.0000
91950454,2248,6,374.6667
75251738,7488,20,374.4000
132564529,1497,4,374.2500
11695398,374,1,374.0000
96892229,748,2,374.0000
22600903,3737,10,373.7000
31464363,373,1,373.0000
46313814,1864,5,372.8000
13872334,1490,4,372.5000
103936681,1115,3,371.6667
104815377,1115,3,371.6667
85532545,1858,5,371.6000
142073213,743,2,371.5000
76627657,1114,3,371.3333
65629361,1114,3,371.3333
111213707,3705,10,370.5000
123869915,741,2,370.5000
141083736,1111,3,370.3333
53933746,370,1,370.0000
9138659,1849,5,369.8000
15957740,7388,20,369.4000
116049086,12181,33,369.1212
10131505,369,1,369.0000
63256758,3687,10,368.7000
28739065,4052,11,368.3636
83158116,2209,6,368.1667
68225403,1469,4,367.2500
47942346,734,2,367.0000
122876959,366,1,366.0000
54660744,1462,4,365.5000
87182757,1096,3,365.3333
92174499,730,2,365.0000
82320644,7656,21,364.5714
109856189,729,2,364.5000
114529391,2914,8,364.2500
42930798,2549,7,364.1429
96865786,3640,10,364.0000
32198657,3640,10,364.0000
25854726,1455,4,363.7500
5315279,12353,34,363.3235
21633234,363,1,363.0000
78111998,1088,3,362.6667
60030689,725,2,362.5000
69152893,2536,7,362.2857
118108228,724,2,362.0000
62639453,1085,3,361.6667
125253109,3254,9,361.5556
72023066,723,2,361.5000
102404735,1084,3,361.3333
128289511,3250,9,361.1111
69146917,361,1,361.0000
75510785,1804,5,360.8000
23574912,1082,3,360.6667
29776188,2163,6,360.5000
119115304,3241,9,360.1111
10580879,360,1,360.0000
7554598,360,1,360.0000
41566029,720,2,360.0000
83666727,720,2,360.0000
116218729,1078,3,359.3333
82335494,2155,6,359.1667
107174628,1077,3,359.0000
54669909,1436,4,359.0000
52808446,2152,6,358.6667
123237592,1792,5,358.4000
71179084,1432,4,358.0000
7234861,17525,49,357.6531
100211157,1072,3,357.3333
92028970,714,2,357.0000
134928476,2855,8,356.8750
139174569,712,2,356.0000
64614030,3200,9,355.5556
102418389,3550,10,355.0000
27809186,1419,4,354.7500
112819908,709,2,354.5000
65087297,5317,15,354.4667
23276219,1061,3,353.6667
118461733,1061,3,353.6667
107552130,1768,5,353.6000
126381859,1414,4,353.5000
43586684,2474,7,353.4286
73349802,3180,9,353.3333
101392927,353,1,353.0000
34693663,704,2,352.0000
67819789,2111,6,351.8333
3543407,2110,6,351.6667
126784328,6324,18,351.3333
4725269,4567,13,351.3077
10211498,6313,18,350.7222
42450575,1052,3,350.6667
92663754,1401,4,350.2500
125651053,2100,6,350.0000
2883429,350,1,350.0000
114664281,350,1,350.0000
101828853,2100,6,350.0000
90251602,1399,4,349.7500
31779961,1049,3,349.6667
56410564,699,2,349.5000
16141923,1397,4,349.2500
13887814,1745,5,349.0000
109823995,1395,4,348.7500
33956087,1395,4,348.7500
100633536,1046,3,348.6667
2527320,697,2,348.5000
127599272,695,2,347.5000
104221274,3822,11,347.4545
103781365,3821,11,347.3636
88143584,1389,4,347.2500
97951451,4504,13,346.4615
98218672,1039,3,346.3333
24047653,345,1,345.0000
87876065,690,2,345.0000
33808787,4138,12,344.8333
35148772,2409,7,344.1429
66306934,1031,3,343.6667
134496896,1717,5,343.4000
50010860,2060,6,343.3333
55588786,343,1,343.0000
96985981,342,1,342.0000
130796999,342,1,342.0000
108890194,1025,3,341.6667
126551956,2389,7,341.2857
3791755,341,1,341.0000
87799778,1364,4,341.0000
100185291,3065,9,340.5556
141388703,1361,4,340.2500
136249926,340,1,340.0000
118522478,1019,3,339.6667
107683230,3055,9,339.4444
54214799,3054,9,339.3333
27850931,3053,9,339.2222
49893764,2035,6,339.1667
85051568,339,1,339.0000
105278727,3389,10,338.9000
45384478,2371,7,338.7143
25518563,677,2,338.5000
33054630,676,2,338.0000
125498107,338,1,338.0000
42063682,1012,3,337.3333
8249269,3707,11,337.0000
85120673,3369,10,336.9000
25499177,1346,4,336.5000
70828129,1345,4,336.2500
43857558,3362,10,336.2000
20560924,2353,7,336.1429
44073291,335,1,335.0000
68583482,670,2,335.0000
100192152,2008,6,334.6667
16476024,2007,6,334.5000
95647655,669,2,334.5000
21696214,4013,12,334.4167
2196875,1003,3,334.3333
83988501,1003,3,334.3333
131534140,2006,6,334.3333
33596774,3008,9,334.2222
82389748,1336,4,334.0000
85646603,1002,3,334.0000
105425480,1335,4,333.7500
497764,4002,12,333.5000
132540273,1333,4,333.2500
121528560,6665,20,333.2500
69003368,999,3,333.0000
128500027,2662,8,332.7500
81322348,3660,11,332.7273
5481789,665,2,332.5000
62124329,665,2,332.5000
10936698,2659,8,332.3750
16601904,2326,7,332.2857
30079563,1329,4,332.2500
5875750,1660,5,332.0000
95244708,2322,7,331.7143
84566857,5959,18,331.0556
4283186,331,1,331.0000
139014554,331,1,331.0000
54388253,1320,4,330.0000
87503748,659,2,329.5000
78477282,8566,26,329.4615
138823535,1647,5,329.4000
139413160,3621,11,329.1818
27608145,3612,11,328.3636
58849452,2626,8,328.2500
17114423,1311,4,327.7500
94273242,983,3,327.6667
70807729,655,2,327.5000
112125475,3930,12,327.5000
89831149,1308,4,327.0000
101798575,327,1,327.0000
134681866,327,1,327.0000
99529968,5230,16,326.8750
113905943,326,1,326.0000
137384149,1304,4,326.0000
15187673,1955,6,325.8333
139590290,1629,5,325.8000
111325865,4230,13,325.3846
82649107,3579,11,325.3636
109529376,976,3,325.3333
3927253,650,2,325.0000
61409141,325,1,325.0000
90474934,325,1,325.0000
100154665,325,1,325.0000
58134314,5195,16,324.6875
25945368,1622,5,324.4000
135196347,972,3,324.0000
20733935,2268,7,324.0000
64266338,648,2,324.0000
108952067,1619,5,323.8000
74492481,2588,8,323.5000
131573117,11316,35,323.3143
72295163,2262,7,323.1429
137110644,1290,4,322.5000
117262198,645,2,322.5000
43399261,1934,6,322.3333
39368828,644,2,322.0000
114352631,1609,5,321.8000
135488940,2250,7,321.4286
134437265,1928,6,321.3333
102339954,321,1,321.0000
142376113,321,1,321.0000
72234327,321,1,321.0000
9746937,1925,6,320.8333
29459216,962,3,320.6667
140990654,4167,13,320.5385
17341591,3204,10,320.4000
